Title,Parallel,Type,Rarity,Edition Size,Description,Ability,Cost,Attack,Health,Image URL,Token ID,Artist,mp_img_url
Covert Assimilator,Shroud,Unit,Common,"60,000","I want them to know that the singularity is coming, and there is nothing they can do to stop it.","Muster: Deal 1 damage to target enemy unit. If that unit is destroyed, create a copy of it with 1 health under your control and it gains Corrupted in addition to its other types.",4,3.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CovertAssimilator/Shr_CovertAssimilator_Non_Cmn_Fe_Img.png,100200308,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CovertAssimilator/Shr_CovertAssimilator_Non_Prm_Mp_Img.png
Cruel Controller,Shroud,Unit,Uncommon,"10,000",Hope is being able to see the light despite all the darkness. In the void there is no light.,"The first time you take damage this turn, this unit gains ""When this unit deals damage, heal yourself for an equal amount."" until end of turn.",3,3.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CruelController/Shr_CruelController_Non_Ucm_Fe_Img.png,100200311,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CruelController/Shr_CruelController_Non_Prm_Mp_Img.png
Essence Shift,Shroud,Effect,Uncommon,"10,000","What was at first, but a single and small voice - barely a tickle in the back of the mind - had now grown to a churning all-consuming cacophony. “Join us” they screamed.","Create a Corrupted copy of target non-token, non-paragon enemy unit and add it to your hand.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_EssenceShift/Shr_EssenceShift_Non_Ucm_Fe_Img.png,100200314,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_EssenceShift/Shr_EssenceShift_Non_Prm_Mp_Img.png
"Malia, Voice Of The Gifted",Shroud,Unit,Legendary,"1,000","They speak for the Great One, and she speaks for them.","Muster: Another target friendly unit becomes Corrupted in addition to its other types. For each damage you've dealt to yourself this game, deal 1 damage to a random enemy target. Banish any units destroyed in this way.
At the end of your turn, if you control a friendly Corrupted unit, draw a card and heal yourself for 2.",3,2.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_MaliaVoiceOfTheGifted/Shr_MaliaVoiceOfTheGifted_Non_Lgn_Fe_Img.png,100200317,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_MaliaVoiceOfTheGifted/Shr_MaliaVoiceOfTheGifted_Non_Prm_Mp_Img.png
Marionette Mastery,Shroud,Effect,Uncommon,"10,000",See how they dance for me? In servitude they have found their true calling.,Create Corrupted copies of four different random units from your singularity.,8,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_MarionetteMastery/Shr_MarionetteMastery_Non_Ucm_Fe_Img.png,100200320,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_MarionetteMastery/Shr_MarionetteMastery_Non_Prm_Mp_Img.png
New Dawn's Venerated Raider,Shroud,Unit,Rare,"3,500","“What’s ours is ours. What's not ours, is also ours.”","This card may only be in your deck if The New Dawn is your paragon.
Muster: Add a random Corrupted unit from your enemy’s parallel to your hand.",1,1.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_NewDawnsVeneratedRaider/Shr_NewDawnsVeneratedRaider_Non_Rar_Fe_Img.png,100200323,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_NewDawnsVeneratedRaider/Shr_NewDawnsVeneratedRaider_Non_Prm_Mp_Img.png
Niamh's Dominion,Shroud,Effect,Rare,"3,500","All that you see, all that you will see, is mine. No matter the cost.","This card may only be in your deck if Niamh, Wielder of Faith is your paragon.
Spend your remaining energy and deal damage to all units equal to the energy spent. If a unit would be destroyed this way, banish it instead. Lose 2 health for each unit banished this way. This can't reduce you below 1 health.",0,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_NiamhsDominion/Shr_NiamhsDominion_Non_Rar_Fe_Img.png,100200326,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_NiamhsDominion/Shr_NiamhsDominion_Non_Prm_Mp_Img.png
Ruinous Exarch,Shroud,Unit,Uncommon,"10,000","Jeanne watched in horror as her friends seemingly melted away, their Lancer tank - steel, glass, plastic and wires, all gone in an instant.","At the end of your turn, the enemy takes damage equal to the amount of friendly Corrupted units.
Activate: Play an effect from your singularity as though it was in your hand, then remove it from the game. That effect costs 1 less for each friendly Corrupted unit. Limit once per turn.",6,4.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_RuinousExarch/Shr_RuinousExarch_Non_Ucm_Fe_Img.png,100200329,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_RuinousExarch/Shr_RuinousExarch_Non_Prm_Mp_Img.png
Salvation Attendant,Shroud,Unit,Common,"60,000",Leonid ensures his hospitality is most captivating.,"Muster: Gain the attack and health of another target friendly Corrupted unit.
Aftermath: If this unit is not Corrupted, banish it and create a Corrupted copy of it in your hand.",4,3.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_SalvationAttendant/Shr_SalvationAttendant_Non_Cmn_Fe_Img.png,100200332,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_SalvationAttendant/Shr_SalvationAttendant_Non_Prm_Mp_Img.png
"Salvation, Leonid'S Barge",Shroud,Unit,Legendary,"1,000","Once a luxury pleasure craft for one of the wealthiest traders in the sector, Leonid corrupted & took over this vessel in a mission of self-satisfaction. Viewing himself as the prime representative of a sacred cause, he invites all to board the Salvation, and accept the gifts of his master.","Shielded
Muster: Add a Corrupted copy of up to two target non-legendary, non-paragon, non-token enemy units to your hand. The next Corrupted unit you play this turn is free.
At the end of your turn, deal damage to the enemy and heal yourself equal to the number of friendly Corrupted units on the field.",6,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_SalvationLeonidsBarge/Shr_SalvationLeonidsBarge_Non_Lgn_Fe_Img.png,100200335,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_SalvationLeonidsBarge/Shr_SalvationLeonidsBarge_Non_Prm_Mp_Img.png
Stolen Power,Shroud,Effect,Common,"60,000",What was once yours now delivers your demise.,"Deal 4 damage to target unit. If this would destroy that unit, banish it instead. If you control a friendly Corrupted unit, heal any target for 4.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_StolenPower/Shr_StolenPower_Non_Cmn_Fe_Img.png,100200339,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_StolenPower/Shr_StolenPower_Non_Prm_Mp_Img.png
Taste Of Power,Shroud,Effect,Common,"60,000","All think they can resist until faced with temptation. In truth, few manage to deny such gifts.","Each player chooses a card from their deck, draws it, then shuffles their deck.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TasteOfPower/Shr_TasteOfPower_Non_Cmn_Fe_Img.png,100200342,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TasteOfPower/Shr_TasteOfPower_Non_Prm_Mp_Img.png
Treacherous Scheming,Shroud,Effect,Common,"60,000","“We control their supply lines, their communication arrays, and even their cameras. There is nothing we cannot do. A tug of the string here, a nudge over there, and they’ll proudly stroll into the Great One’s palm.” - Leonid, Wielder of Corruption","Look at the enemy’s hand and put a card from it into your singularity. If that card was a unit, add a Corrupted copy of it to your hand.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TreacherousScheming/Shr_TreacherousScheming_Non_Cmn_Fe_Img.png,100200345,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TreacherousScheming/Shr_TreacherousScheming_Non_Prm_Mp_Img.png
Triumph Of The Lost,Shroud,Effect,Rare,"3,500","“I bestow upon you, that which has been granted to me by the Great One. Open your hearts and let the void in. Let it consume you with purpose and power. Earth is ready for you.” - Niamh, Wielder of Faith","Create and play a copy of the last effect, relic, and unit your enemy played.",5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TriumphOfTheLost/Shr_TriumphOfTheLost_Non_Rar_Fe_Img.png,100200348,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_TriumphOfTheLost/Shr_TriumphOfTheLost_Non_Prm_Mp_Img.png
Void Trapper,Shroud,Unit,Rare,200,"The snare is set, my prey in sight. My weapon is ready.","When this unit deals combat damage to an non-token non-paragon enemy unit, add a Corrupted copy of that unit to your hand.
When this unit deals damage to the enemy player, add a Corrupted copy of a random unit in their hand to your hand.",2,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_VoidTrapper/Shr_VoidTrapper_Non_Rar_Nlg_Img.png,100200353,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_VoidTrapper/Shr_VoidTrapper_Non_Prm_Mp_Img.png
Acid Spray,Universal,Effect,Uncommon,"10,000","Pravik lifted the hatch in the floor and knelt down. “Anya, they’re coming, I can hear them outside. Take this.” He said, gingerly handing his daughter a vial of liquid. “Stay down here. If anyone but me comes down, you throw this at them.”","Destroy target upgrade, then deal 2 damage to the unit that upgrade was attached to.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AcidSpray/Unv_AcidSpray_Non_Ucm_Fe_Img.png,100200354,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AcidSpray/Unv_AcidSpray_Non_Prm_Mp_Img.png
Alvaro Brig Warden,Universal,Unit,Uncommon,"10,000","“I believe in two things: discipline and control. Here you’ll get to know both. You belong to me now. Welcome to Alvaro.” - Norton King, Chief Alvaro Warden","This unit can't be the target of effects or abilities.
Units the enemy plays cost 1 more.",5,2.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AlvaroBrigWarden/Unv_AlvaroBrigWarden_Non_Ucm_Fe_Img.png,100200356,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AlvaroBrigWarden/Unv_AlvaroBrigWarden_Non_Prm_Mp_Img.png
Alvaro Interrogator,Universal,Unit,Common,"60,000","“The Prison Ship Alvaro offers their detention and information extraction services for relatively small fee. Just point us at your target. Payment up-front, please.” - Alvaro Information Broker 612",Effects cost 3 health to play in addition to their other costs.,2,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AlvaroInterrogator/Unv_AlvaroInterrogator_Non_Cmn_Fe_Img.png,100200358,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AlvaroInterrogator/Unv_AlvaroInterrogator_Non_Prm_Mp_Img.png
Az-12 Target Painter,Universal,Unit,Common,"60,000","“AZ-12, Light!”","At the start of your turn, target a unit. Damage dealt to that unit is increased by 1 this turn.",1,0.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AZ-12TargetPainter/Unv_AZ-12TargetPainter_Non_Cmn_Fe_Img.png,100200360,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_AZ-12TargetPainter/Unv_AZ-12TargetPainter_Non_Prm_Mp_Img.png
Bounty Hunter Network,Universal,Relic,Common,"60,000","For enough coin, anyone is fair game to the system’s most dangerous freelancers.","At the start of your turn, a random enemy unit gains a counter.
At the end of your turn, remove a counter from all enemy units affected by this relic this turn.
After an enemy unit with a counter on it is destroyed, draw a card.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_BountyHunterNetwork/Unv_BountyHunterNetwork_Non_Cmn_Fe_Img.png,100200362,@VINOGRDOVA,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_BountyHunterNetwork/Unv_BountyHunterNetwork_Non_Prm_Mp_Vid.gif
Cartel Arms Dealer,Universal,Unit,Common,"60,000","“Ah I see you’ve got your eye on the Shintaro T-45. Good choice, can I interest you in the plasma lance attachment?""","Muster: Create and attach a Weapons Coffer to another unit.
Activate, spend 3 energy: Create and attach a Weapons Coffer to another unit.",6,3.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_CartelArmsDealer/Unv_CartelArmsDealer_Non_Cmn_Fe_Img.png,100200365,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_CartelArmsDealer/Unv_CartelArmsDealer_Non_Prm_Mp_Img.png
"Cyrene, Trophy Hunter",Universal,Unit,Legendary,"1,000",“This’ll sit nicely above my mantle.”,"After this unit destroys a unit, it gains a counter.
After this unit survives combat, you may choose one:
Remove 1 counter from this unit and deal 2 damage to target enemy unit.
Remove 2 counters from this unit and fully heal it.
Remove 3 counters from this unit and it may attack any target.",4,5.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_CyreneTrophyHunter/Unv_CyreneTrophyHunter_Non_Lgn_Fe_Img.png,100200367,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_CyreneTrophyHunter/Unv_CyreneTrophyHunter_Non_Prm_Mp_Img.png
Deep Cover Mole,Universal,Unit,Rare,"3,500",Marcolian High Command is convinced that Freydis has at least one mole inside every Corps. They’re not wrong.,Muster: Play a random unit from the enemy deck then shuffle this unit into the enemy deck.,4,4.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DeepCoverMole/Unv_DeepCoverMole_Non_Rar_Fe_Img.png,100200369,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DeepCoverMole/Unv_DeepCoverMole_Non_Prm_Mp_Img.png
Drone Hunter,Universal,Unit,Rare,"3,500","Me and Bernice here, well we can shoot just about anything. Give me a target and I’ll make you some scrap.","Shielded
At the end of your turn, create a 1/1 Drone on the enemy field.
After a drone is destroyed, all Drone Hunters gain +1/+1.",2,2.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DroneHunter/Unv_DroneHunter_Non_Rar_Fe_Img.png,100200371,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DroneHunter/Unv_DroneHunter_Non_Prm_Mp_Img.png
Drone Printer,Universal,Relic,Rare,"3,500","“Look, I know the manual says it only makes drones, but Wong assured me we could make anything with it. And besides, this will keep us safe.”","The first time a token is created on your turn, draw a card.
Activate: Choose one:
Spend 2 energy: Create a 1/1 Surveillance Drone.
Spend 5 energy: Create a 6/6 Attack Drone and destroy this relic.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DronePrinter/Unv_DronePrinter_Non_Rar_Fe_Img.png,100200373,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_DronePrinter/Unv_DronePrinter_Non_Prm_Mp_Img.png
Enraged Beast,Universal,Unit,Uncommon,"10,000",Only a fool would expect Mother Nature to not defend herself.,"This unit can't be selected to attack.
At the start of your turn, this unit attacks two random units. If there are fewer than two other units, this unit attacks the enemy player, then destroy it.",7,10.0,10.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_EnragedBeast/Unv_EnragedBeast_Non_Ucm_Fe_Img.png,100200375,@VINOGRDOVA,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Unv_EnragedBeast/Unv_EnragedBeast_Non_Prm_Mp_Vid.gif
